200	0.0405609
400	0.197749
600	0.280108
800	0.724563
1000	0.960507
1200	1.91779
1400	2.13625
1600	2.27026
1800	4.1402
2000	3.9906
2200	5.7231
2400	6.57595
2600	8.66554
2800	11.8381
3000	12.3177
3200	13.7142
3400	31.9895
3600	26.2827
3800	22.1116
4000	35.365
4200	56.1238
4400	32.1551
4600	25.4681
4800	47.1176
5000	38.3697
